price;price_parcela;title;a_vista_price;desconto_a_vista;porcentagem_desconto_a_vista;qtd_de_parcelas;valor_parcelas;a_vista_ame;qtd_de_parcelas_ame;valor_parcelas_ame;receber_de_volta_ame;numero_parcelas_em_1x_no_cartao_ou_cartao_americanas;valor_parcelas_em_1x_no_cartao_ou_cartao_americanas;no_boleto;em_1x_no_cartao_de_credito;manufacturer;modelo;memoria;cor
R$ 749,00Selo PrimeEsta Í© uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em atÍ© 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 749,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G CÍ¢mera 13MP - Cobre nas Lojas Americanas.com";749;False;0;0;107;749;12x;62,41;37,45;12x;62,41;0;0;Samsung;Galaxy J4+;32GB;Cobre
R$ 749,00Selo PrimeEsta Í© uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em atÍ© 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 749,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G CÍ¢mera 13MP - Preto nas Lojas Americanas.com";749;False;0;0;107;749;12x;62,41;37,45;12x;62,41;0;0;Samsung;Galaxy J4+;32GB;Preto
R$ 749,00Selo PrimeEsta Í© uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em atÍ© 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 659,12 em 1x no cartÍ£o de crÍ©dito (12% de desconto)R$ 749,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi CÍ¢mera 13MP com Leitor de Digital - Rosa nas Lojas Americanas.com";749;False;0;0;107;749;12x;62,41;37,45;12x;62,41;0;659,12;Samsung;Galaxy J5 Prime;32GB;Rosa
R$ 899,00Selo PrimeEsta Í© uma oferta prime9x de R$ 99,88 s/ juros;R$ 899,00 em atÍ© 12x de R$ 74,91 s/ juros com Ame e receba R$ 44,95 (5% de volta) R$ 899,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 74,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G CÍ¢mera 13 + 5MP (Traseira) - Preto nas Lojas Americanas.com";899;False;0;0;99,88;899;12x;74,91;44,95;12x;74,91;0;0;Samsung;Galaxy J6+;32GB;Preto
R$ 749,00Selo PrimeEsta Í© uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em atÍ© 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 749,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G CÍ¢mera 13MP - Rosa nas Lojas Americanas.com";749;False;0;0;107;749;12x;62,41;37,45;12x;62,41;0;0;Samsung;Galaxy J4+;32GB;Rosa
R$ 776,67Selo PrimeEsta Í© uma oferta prime7x de R$ 110,95 s/ juros;R$ 776,67 em atÍ© 12x de R$ 64,72 s/ juros com Ame e receba R$ 38,84 (5% de volta) R$ 776,67 no cartÍ£o Americanascom em atÍ© 12x de R$ 64,72 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4 32GB Dual Chip Android 8.0 Tela 5.5"" Quad-Core 1.4GHz 4G CÍ¢mera 13MP - Preto nas Lojas Americanas.com";776,67;False;0;0;110,95;776,67;12x;64,72;38,84;12x;64,72;0;0;Samsung;Galaxy J4;32GB;Preto
R$ 647,99Selo PrimeEsta Í© uma oferta prime6x de R$ 107,99 s/ juros;R$ 647,99 em atÍ© 12x de R$ 53,99 s/ juros com Ame e receba R$ 32,40 (5% de volta) R$ 647,99 no cartÍ£o Americanascom em atÍ© 12x de R$ 53,99 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4 Core 16GB Nano Chip Android Tela 6"" Quad-Core 1.4GHz 4G CÍ¢mera 8MP - Cobre nas Lojas Americanas.com";647,99;False;0;0;107,99;647,99;12x;53,99;32,4;12x;53,99;0;0;Samsung;Galaxy J4;16GB;Cobre
R$ 699,00Selo PrimeEsta Í© uma oferta prime7x de R$ 99,85 s/ juros;R$ 699,00 em atÍ© 12x de R$ 58,25 s/ juros com Ame e receba R$ 34,95 (5% de volta) R$ 699,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 58,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4 Core 16GB Nano Chip Android Tela 6"" Quad-Core 1.4GHz  4G CÍ¢mera 8MP - Preto nas Lojas Americanas.com";699;False;0;0;99,85;699;12x;58,25;34,95;12x;58,25;0;0;Samsung;Galaxy J4;16GB;Preto
R$ 1335,4910x de R$ 133,54 s/ juros;R$ 1335,49 em atÍ© 12x de R$ 111,29 s/ juros com Ame e receba R$ 66,78 (5% de volta) R$ 1335,49 no cartÍ£o Americanascom em atÍ© 12x de R$ 111,29 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi CÍ¢mera 13MP com Leitor de Digital - Dourado nas Lojas Americanas.com";1335,49;False;0;10x;133,54;1335,49;12x;111,29;66,78;12x;111,29;0;0;Samsung;Galaxy J5 Prime;32GB;Dourado
R$ 999,00Selo PrimeEsta Í© uma oferta prime10x de R$ 99,90 s/ juros;R$ 999,00 em atÍ© 12x de R$ 83,25 s/ juros com Ame e receba R$ 49,95 (5% de volta) R$ 999,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 83,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 64GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G CÍ¢mera 13MP - Violeta nas Lojas Americanas.com";999;False;0;10x;99,9;999;12x;83,25;49,95;12x;83,25;0;0;Samsung;Galaxy J6;64GB;Violeta
R$ 4999,00 (20% de desconto)R$ 3999,20Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 4999,00 em atÍ© 12x de R$ 416,58 s/ juros com Ame e receba R$ 249,95 (5% de volta) R$ 4999,00 no boleto bancÍçrioR$ 4999,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 499,90 s/ jurosR$ 3999,20 em 1x no cartÍ£o Americanascom (20% de desconto) ou R$ 4999,00 em atÍ© 12x de R$ 416,58 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10 128GB Dual Chip Android Tela 6.1_„ù Octa-Core 4G CÍ¢mera Tripla Traseira 12MP + 12MP + 16MP - Preto nas Lojas Americanas.com;4999;True;20;0;0;4999;12x;416,58;249,95;12x;499,9;4999;4999;Samsung;Galaxy S10;128GB;Preto
R$ 3099,00Selo PrimeEsta Í© uma oferta prime10x de R$ 309,90 s/ juros;R$ 3099,00 em atÍ© 12x de R$ 258,25 s/ juros com Ame e receba R$ 154,95 (5% de volta) R$ 3099,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 258,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP Dual Cam - Azul nas Lojas Americanas.com";3099;False;0;10x;309,9;3099;12x;258,25;154,95;12x;258,25;0;0;Samsung;Galaxy S9+;128GB;Azul
R$ 3799,00Selo PrimeEsta Í© uma oferta prime10x de R$ 379,90 s/ juros;R$ 3799,00 em atÍ© 12x de R$ 316,58 s/ juros com Ame e receba R$ 189,95 (5% de volta) R$ 3039,20 em 1x no cartÍ£o de crÍ©dito (20% de desconto)R$ 3039,20 em 1x no cartÍ£o Americanascom (20% de desconto) ou R$ 3799,00 em atÍ© 12x de R$ 316,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy Note 9 128GB Nano Chip Android Tela 6.4"" Octa-Core 2.8GHz 4G CÍ¢mera Dupla 12MP 6GB RAM + Caneta S Pen com Controle Remoto - Preto nas Lojas Americanas.com";3799;False;0;10x;379,9;3799;12x;316,58;189,95;12x;316,58;0;3039,2;Samsung;Galaxy Note 9;128GB;Preto
R$ 3799,00 (20% de desconto)R$ 3039,20Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 3799,00 em atÍ© 12x de R$ 316,58 s/ juros com Ame e receba R$ 189,95 (5% de volta) R$ 3799,00 no boleto bancÍçrioR$ 3799,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 379,90 s/ jurosR$ 3039,20 em 1x no cartÍ£o Americanascom (20% de desconto) ou R$ 3799,00 em atÍ© 12x de R$ 316,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy Note 9 128GB Nano Chip Android Tela 6.4"" Octa-Core 2.8GHz 4G CÍ¢mera Dupla 12MP 6GB RAM + Caneta S Pen com Controle Remoto - Azul nas Lojas Americanas.com";3799;True;20;0;0;3799;12x;316,58;189,95;12x;379,9;3799;3799;Samsung;Galaxy Note 9;128GB;Azul
R$ 2798,0010x de R$ 279,80 s/ juros;R$ 2798,00 em atÍ© 12x de R$ 233,16 s/ juros com Ame e receba R$ 139,90 (5% de volta) R$ 2798,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 233,16 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G CÍ¢mera 13MP com TV - Preto nas Lojas Americanas.com";2798;False;0;10x;279,8;2798;12x;233,16;139,9;12x;233,16;0;0;Samsung;Galaxy J7 Prime;32GB;Preto
R$ 1399,0010x de R$ 139,90 s/ juros;R$ 1399,00 em atÍ© 12x de R$ 116,58 s/ juros com Ame e receba R$ 69,95 (5% de volta) R$ 1399,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 116,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J7 Prime Dual Chip Android Tela 5.5"" 32GB 4G CÍ¢mera 13MP - Dourado nas Lojas Americanas.com";1399;False;0;10x;139,9;1399;12x;116,58;69,95;12x;116,58;0;0;Samsung;Galaxy J7 Prime;32GB;Dourado
R$ 1499,9910x de R$ 149,99 s/ juros;R$ 1499,99 em atÍ© 12x de R$ 124,99 s/ juros com Ame e receba R$ 75,00 (5% de volta) R$ 1499,99 no cartÍ£o Americanascom em atÍ© 12x de R$ 124,99 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G CÍ¢mera 13MP com TV - Dourado nas Lojas Americanas.com";1499,99;False;0;10x;149,99;1499,99;12x;124,99;75;12x;124,99;0;0;Samsung;Galaxy J7 Prime;32GB;Dourado
R$ 887,78 (10% de desconto)R$ 799,00Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 887,78 em atÍ© 12x de R$ 73,98 s/ juros com Ame e receba R$ 44,39 (5% de volta) R$ 887,78 no boleto bancÍçrioR$ 887,78 no cartÍ£o de crÍ©dito em atÍ© 8x de R$ 110,97 s/ jurosR$ 887,78 no cartÍ£o Americanascom em atÍ© 12x de R$ 73,98 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G6 Play Dual Chip Android Oreo - 8.0 Tela 5.7"" Octa-Core 1.4 GHz 32GB 4G CÍ¢mera 13MP - Ouro nas Lojas Americanas.com";887,78;True;10;0;0;887,78;12x;73,98;44,39;12x;110,97;887,78;887,78;Motorola;Moto G6 Play;32GB;Ouro
R$ 887,78 (10% de desconto)R$ 799,00Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 887,78 em atÍ© 12x de R$ 73,98 s/ juros com Ame e receba R$ 44,39 (5% de volta) R$ 887,78 no boleto bancÍçrioR$ 887,78 no cartÍ£o de crÍ©dito em atÍ© 8x de R$ 110,97 s/ jurosR$ 887,78 no cartÍ£o Americanascom em atÍ© 12x de R$ 73,98 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G6 Play Dual Chip Android Oreo - 8.0 Tela 5.7"" Octa-Core 1.4 GHz 32GB 4G CÍ¢mera 13MP - Íçndigo nas Lojas Americanas.com";887,78;True;10;0;0;887,78;12x;73,98;44,39;12x;110,97;887,78;887,78;Motorola;Moto G6 Play;32GB;Indigo
R$ 887,78 (10% de desconto)R$ 799,00Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 887,78 em atÍ© 12x de R$ 73,98 s/ juros com Ame e receba R$ 44,39 (5% de volta) R$ 887,78 no boleto bancÍçrioR$ 887,78 no cartÍ£o de crÍ©dito em atÍ© 8x de R$ 110,97 s/ jurosR$ 887,78 no cartÍ£o Americanascom em atÍ© 12x de R$ 73,98 s/ jurosformas de parcelamento;Moto G7  Play Ouro nas Lojas Americanas.com;887,78;True;10;0;0;887,78;12x;73,98;44,39;12x;110,97;887,78;887,78;Motorola;Moto G7 Play;;Ouro
R$ 1110,00Selo PrimeEsta Í© uma oferta prime10x de R$ 111,00 s/ juros;R$ 1110,00 em atÍ© 12x de R$ 92,50 s/ juros com Ame e receba R$ 55,50 (5% de volta) R$ 999,00 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 1110,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 92,50 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G7 Power 32GB Dual Chip Android Pie - 9.0 Tela 6.2"" 1.8 GHz Octa-Core 4G CÍ¢mera 12MP - Azul Navy nas Lojas Americanas.com";1110;False;0;10x;111;1110;12x;92,5;55,5;12x;92,5;0;999;Motorola;Moto G7 Power;32GB;Azul Navy
R$ 1588,86Selo PrimeEsta Í© uma oferta prime10x de R$ 158,88 s/ juros;R$ 1588,86 em atÍ© 12x de R$ 132,40 s/ juros com Ame e receba R$ 79,45 (5% de volta) R$ 1588,86 no cartÍ£o Americanascom em atÍ© 12x de R$ 132,40 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G7 Plus 64GB Dual Chip Android Pie - 9.0 Tela 6.3"" 1.8 GHz Octa-Core 4G CÍ¢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Indigo nas Lojas Americanas.com";1588,86;False;0;10x;158,88;1588,86;12x;132,4;79,45;12x;132,4;0;0;Motorola;Moto G7 Plus;64GB;Indigo
R$ 1799,0010x de R$ 179,90 s/ juros;R$ 1799,00 em atÍ© 12x de R$ 149,91 s/ juros com Ame e receba R$ 89,95 (5% de volta) R$ 1529,15 no boleto bancÍçrio (15% de desconto)R$ 1529,15 em 1x no cartÍ£o de crÍ©dito (15% de desconto)R$ 1529,15 em 1x no cartÍ£o Americanascom (15% de desconto) ou R$ 1799,00 em atÍ© 12x de R$ 149,91 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G7 Plus 64GB Dual Chip Android Pie - 9.0 Tela 6.3"" 1.8 GHz Octa-Core 4G CÍ¢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Rubi nas Lojas Americanas.com";1799;False;0;10x;179,9;1799;12x;149,91;89,95;12x;149,91;1529,15;1529,15;Motorola;Moto G7 Plus;64GB;Rubi
R$ 887,78Selo PrimeEsta Í© uma oferta prime8x de R$ 110,97 s/ juros;R$ 887,78 em atÍ© 12x de R$ 73,98 s/ juros com Ame e receba R$ 44,39 (5% de volta) R$ 799,00 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 887,78 no cartÍ£o Americanascom em atÍ© 12x de R$ 73,98 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G7 Play 32GB Dual Chip Android Pie - 9.0 Tela 5.7"" 1.8 GHz Octa-Core 4G CÍ¢mera 13MP - Indigo nas Lojas Americanas.com";887,78;False;0;0;110,97;887,78;12x;73,98;44,39;12x;73,98;0;799;Motorola;Moto G7 Play;32GB;Indigo
